0.11566,0.56092,4.1098,0.83819,2.2059,0,0.10854,7.7627,1.5143
0.18485,1.1938,4.074,0.94399,2.0105,0,0.068961,1.2509,1.4147
0.14658,1.1155,4.2345,0.55577,1.7626,0,0.37526,2.7688,0.53542
0.12733,1.9262,4.2598,0.4,1.1676,0,0.65593,2.2844,0.67016
0.13738,0.44639,4.1345,0.89564,1.7103,0,0.16034,1.5356,1.2594
0.071451,0.52672,4.1801,0.95764,1.7321,0,0.10016,1.4463,1.9846
0.25783,1.0127,4.5618,0.62159,1.3298,0,0.59305,1.833,1.0351
0.22186,1.2491,4.2338,0.40032,3.7593,0,0.51622,2.0038,0.019298
0.20858,0.85306,4.573,0.53971,1.6114,0,0.59045,2.082,0.90542
0.21271,0.50761,4.5203,0.80483,1.6553,0,0.39282,1.5304,1.0387
0.22496,0.61969,4.5369,0.62393,1.6495,0,0.55492,1.8169,1.0477
0.22797,0.58409,4.6384,0.70862,1.3612,0,0.59936,1.5738,1.0776
0.21018,1.0302,4.7134,0.5431,1.5775,0,0.64701,2.1834,1.0424
0.17853,0.33679,4.2594,0.90194,2.1065,0,0.062112,9.1408,2.5157
0.19997,0.65743,4.1133,0.89574,1.9315,0,0.056526,15,1.2128
0.12582,1.221,4.1223,0.87171,1.7367,0,0.18629,1.317,1.0314
0.15233,1.2588,4.2978,0.71058,1.4697,0,0.36529,1.7543,0.7902
0.15275,0.98106,4.3887,0.61608,1.4504,0,0.43713,1.9304,0.80822
0.13491,2.3044,4.4866,0.40001,0.99248,0,0.66665,2.1052,0.70349
0.13067,0.94647,4.369,0.74942,1.6084,0,0.28296,1.9666,0.85445
0.10806,0.57359,4.4985,0.65994,1.1628,0,0.52291,1.5142,0.81194
0.11556,0.79075,4.7578,0.6822,1.2595,0,0.5156,1.6628,0.89913
0.12025,0.36351,4.5337,0.63028,1.3309,0,0.55969,1.5428,0.88523
0.15021,1.5262,4.0394,0.67175,2.0609,0,0.31056,1.1855,0.30263
0.12593,1.63,4.3275,0.66962,2.2282,0,0.28321,0.99991,0.22629
0.097641,1.4551,4.025,0.851,1.8865,0,0.079265,0.41545,0.31501
0.099786,15,3.9416,0.83519,1.581,0,0.020983,0.17066,0.39159
0.11105,3.0408,4.7143,0.40086,2.6937,0,0.52091,1.1367,0.15351
0.11504,11.749,5.1405,0.57001,1.1162,0,0.46516,1.3867,0.51135
0.19061,1.3977,4.4611,0.68372,1.9172,0,0.37302,2.3925,0.91405
0.24427,0.90927,4.5752,0.62391,1.3793,0,0.57016,1.8869,0.97651
0.20208,0.93672,4.613,0.63763,1.4467,0,0.53312,1.9929,0.9864
0.22105,0.65754,4.6937,0.50188,1.5215,0,0.6558,2.0003,0.90332
0.19359,0.32046,4.6892,0.7153,1.225,0,0.63475,1.407,1.0052
0.18325,0.67508,4.5244,0.71043,1.618,0,0.4846,1.7888,1.1
0.20675,0.54517,4.5757,0.71795,1.5096,0,0.54168,1.7025,1.1192
0.23154,0.84434,4.7945,0.53409,1.4462,0,0.68762,2.0542,1.0885
0.22305,0.70218,4.637,0.67642,1.5319,0,0.58532,1.7494,1.1274
0.22267,0.84908,4.3854,0.94407,2.1424,0,0.21913,1.4104,1.4061
0.16363,0.74727,4.199,0.65997,1.7732,0,0.38349,1.6802,0.80375
0.15947,0.62498,4.6397,0.45224,1.26,0,0.67233,1.7683,0.8162
0.17277,0.87473,4.241,0.65829,1.5881,0,0.40585,1.6674,0.71468
0.10405,1.2736,4.3058,0.59966,1.5136,0,0.44075,1.9499,0.67597
0.10719,9.6216,3.539,0.58406,1.8148,0,0.26982,1.8752,0.08229
0.11344,1.9881,4.5485,0.44598,1.4268,0,0.59151,1.9351,0.65935
0.11336,3.6236,4.5808,0.40013,1.1275,0,0.61675,2.0677,0.65447
0.14287,1.3746,4.5576,0.58149,1.4693,0,0.4695,2.0256,0.74594
0.14756,0.91584,4.4537,0.75475,1.3304,0,0.40554,1.7459,0.95951
0.15022,0.70314,4.6189,0.81524,1.3813,0,0.36808,1.4906,1.0079
0.11223,0.75248,4.6038,0.57822,1.194,0,0.58648,1.5957,0.83223
0.11507,1.2662,4.2348,0.90739,2.2674,0,0.11471,0.2718,0.62651
0.11475,1.2199,3.9952,0.92124,1.6561,0,0.051031,0.63622,1.7686
0.15667,0.91424,4.283,0.7489,1.6038,0,0.18087,2.0921,0.21521
0.09586,1.2308,4.2658,0.88639,1.5567,0,0.036823,6.8004,0.41895
0.11937,1.1082,4.3111,0.82504,1.4046,0,0.11506,2.8995,0.29771
0.079268,9.0151,4.2306,0.89453,1.4253,0,0.033899,0.75821,1.4655
0.10542,6.2048,4.8407,0.87101,1.2301,0,0.18893,1.0465,0.79108
0.10919,7.8844,5.2082,0.52812,0.97107,0,0.57387,1.3284,0.55161
0.14766,4.6633,4.1989,0.90731,1.2336,0,0.19329,0.73439,1.0046
0.19057,7.01,4.5227,0.7655,0.96442,0,0.41032,1.0099,0.77264
0.17849,2.3786,3.966,0.851,2.4525,0,0.11866,1.6283,0.8736
0.21187,0.866,4.3,0.72679,1.8053,0,0.41152,1.8202,1.0349
0.20295,1.0758,4.4351,0.72549,1.7318,0,0.41596,2.1331,1.0172
0.23307,0.88256,4.5671,0.67389,1.4871,0,0.5136,1.9301,1.0023
0.17018,0.76236,4.5328,0.72731,1.4202,0,0.50301,1.625,1.0074
0.22011,0.44105,4.7308,0.62058,1.2589,0,0.67915,1.5521,0.95483
0.1824,0.27349,4.6073,0.78617,1.2813,0,0.5858,1.3145,1.0389
0.1858,0.66813,4.6579,0.74461,1.5123,0,0.52142,1.7125,1.1268
0.20909,0.6018,4.5186,0.77273,1.6702,0,0.45963,1.7757,1.1692
0.23181,0.73077,4.6835,0.63357,1.5766,0,0.59755,1.9817,1.0901
0.23459,0.77432,4.6074,0.66299,1.6283,0,0.54685,1.9571,1.0979
0.22362,0.91189,4.378,0.88033,2.0179,0,0.27463,1.7102,1.2625
0.18089,0.91929,4.6243,0.7114,1.991,0,0.39376,2.1614,1.1003
0.20209,0.52656,4.5902,0.66493,1.7469,0,0.40808,1.3733,0.69642
0.12476,0.58681,4.2977,0.66327,1.3271,0,0.49261,1.4388,0.81303
0.16717,0.59269,4.6061,0.45421,1.1051,0,0.72894,1.5635,0.82547
0.13852,0.82956,4.4227,0.52287,1.286,0,0.64128,1.4887,0.77131
0.11828,0.88182,4.4467,0.61061,1.5588,0,0.42204,2.0684,0.66207
0.16252,14.997,3.5572,0.43256,1.7538,0,0.37004,1.7766,0.010372
0.12942,15,4.0596,0.78744,1.6934,0,0.20927,0.89045,0.76193
0.17471,0.88573,4.3898,0.55874,1.4747,0,0.42639,2.4518,0.63242
0.16208,1.2068,4.4742,0.79684,1.5383,0,0.31889,1.7841,1.0069
0.15518,1.4287,4.4822,0.5748,1.2346,0,0.5366,2.1676,0.80467
0.16106,0.784,4.4236,0.85053,1.4083,0,0.34379,1.4756,1.0724
0.15763,1.082,4.702,0.62095,1.3597,0,0.50604,1.896,0.80449
0.16142,0.98445,4.5202,0.55987,1.6409,0,0.50198,1.876,0.65837
0.14918,0.33884,4.8551,0.60904,1.5328,0,0.55432,1.591,0.84325
0.10962,15,4.2631,0.54047,1.0844,0,0.51953,1.2814,0.63043
0.12162,0.97414,4.3235,0.67406,1.2585,0,0.40182,1.3672,0.61838
0.1531,0.87097,4.2717,0.91584,1.4052,0,0.13817,0.97677,0.87865
0.089136,0.98761,4.4713,0.40011,1.0774,0,0.64258,1.5194,0.51317
0.12913,0.89522,4.3259,0.88508,1.3571,0,0.11575,1.8362,0.49397
0.087057,2.7747,4.4344,0.5148,1.0849,0,0.52321,1.4708,0.46047
0.11154,4.731,4.8586,0.87875,1.1411,0,0.2406,1.0244,0.78692
0.1219,7.6609,5.2557,0.90552,1.2204,0,0.19862,0.9899,0.88313
0.12892,6.9989,5.2649,0.87271,1.2261,0,0.19622,1.1298,0.97566
0.13015,7.9008,5.3833,0.71458,1.0899,0,0.40491,1.2434,0.71502
0.1273,8.8974,4.846,0.91796,1.4932,0,0.074291,0.2924,1.3239
0.18319,1.1966,4.3903,0.66721,1.7492,0,0.47571,1.9549,1.0016
0.18231,0.80144,4.4049,0.69359,1.5202,0,0.52102,1.7265,1.0425
0.23481,0.95664,4.4827,0.70206,1.6106,0,0.49813,2.0344,1.0917
0.22588,1.0095,4.6175,0.65978,1.5432,0,0.52366,2.0077,1.0671
0.18141,1.1929,4.5248,0.60799,1.6253,0,0.51875,2.006,0.90677
0.1968,0.38813,4.6763,0.71691,1.1701,0,0.63894,1.3678,0.98806
0.17854,0.36833,4.5694,0.78052,1.3917,0,0.56146,1.425,1.0525
0.21199,0.53799,4.6755,0.78,1.4069,0,0.56361,1.5704,1.1089
0.2216,0.77128,4.5512,0.75018,1.6568,0,0.48374,1.816,1.1558
0.22511,0.69216,4.5507,0.79456,1.6845,0,0.45499,1.8247,1.1641
0.23356,0.94436,4.5389,0.67074,1.841,0,0.46125,2.4284,1.0298
0.241,0.94046,4.4876,0.73053,1.8874,0,0.42487,2.0822,1.0972
0.19905,0.97647,4.6614,0.5795,1.6925,0,0.54832,2.2383,0.98693
0.17241,0.44842,4.6158,0.54121,1.3212,0,0.58203,1.4955,0.77915
0.10855,0.68981,4.2322,0.74073,1.4167,0,0.41875,1.419,0.77614
0.1716,0.5698,4.6095,0.41431,1.0561,0,0.7711,1.5113,0.80925
0.14387,0.96008,4.5641,0.54747,1.2727,0,0.61506,1.5755,0.74079
0.17044,0.58556,4.4366,0.63705,1.6358,0,0.38398,1.9464,0.62259
0.15036,15,3.84,0.81361,1.558,0,0.15882,0.6647,0.94283
0.18593,15,3.8436,0.732,1.6613,0,0.198,1.0268,0.80121
0.18957,0.76507,4.4096,0.64492,1.609,0,0.3626,2.2225,0.67713
0.19051,0.78736,4.4241,0.89163,1.542,0,0.26072,1.48,1.2064
0.14345,1.5455,3.8891,0.44519,2.3214,0,0.53109,1.6726,-0.24628
0.16731,0.74536,4.3771,0.78271,1.3247,0,0.42449,1.6558,0.98965
0.18464,0.90208,4.6232,0.76115,1.4705,0,0.38029,2.0312,0.91551
0.15092,0.79506,4.3856,0.86279,1.5193,0,0.26866,1.6219,0.96008
0.11682,0.61668,4.6686,0.60277,1.3864,0,0.5166,1.6759,0.82513
0.11788,1.0807,4.3264,0.57457,1.0802,0,0.56667,1.27,0.55557
0.097172,10.899,5.2823,0.5076,1.1615,0,0.51822,1.3372,0.57431
0.13562,0.96148,4.3898,0.64702,1.1399,0,0.49054,1.3866,0.62622
0.14774,0.81661,4.3885,0.60148,1.1259,0,0.51707,1.2884,0.54514
0.10243,0.84233,4.5748,0.43712,1.0776,0,0.65932,1.4373,0.52837
0.12206,1.0715,4.213,0.98337,1.5166,0,0.07213,0.22225,0.31565
0.11512,1.127,4.477,0.75672,1.0853,0,0.36447,1.2946,0.61057
0.10901,4.2245,4.7438,0.86118,1.1138,0,0.26492,1.1321,0.7607
