0.099263,2.2163,7.5116,0.98253,4.9804,0
0.09858,1.6547,7.4595,0.95918,4.3631,0
0.047051,1.2215,7.2846,0.98039,3.8748,0
0.031255,0.81433,8.0798,0.98537,3.8465,0
0.04567,0.97429,8.03,0.97398,4.0908,0
0.18999,3.3327,7,0.97233,4.9116,0
0.20355,4.1939,7.4533,0.96118,5.1137,0
0.20791,4.3285,7.6205,0.95953,5.4096,0
0.22873,4.3827,7.4001,0.9351,5.5133,0
0.19418,4.1715,7.3207,0.95988,5.1539,0
0.21436,3.8698,7.218,0.96975,5.0542,0
0.21647,3.8536,7.4629,0.93694,5.6024,0
0.077364,2.8709,8.0158,0.95497,4.298,0
0.088982,2.7301,7.3625,0.94515,4.2395,0
0.12259,2.639,7.4588,0.93808,4.5896,0
0.069631,1.5674,8.0062,0.95218,4.1534,0
0.085231,1.8948,7.758,0.95451,4.227,0
0.063299,2.0261,7.5055,0.95052,4.097,0
0.033473,1.16,7.7444,0.95642,3.9735,0
6.1448e-10,0.5,10.839,0.98162,2.7907,0
0.046409,0.50003,8.2816,0.95642,3.2145,0
0.013916,0.5089,8.0299,0.94631,3.0369,0
2.2698e-14,0.5,8.1959,0.94291,2.4767,0
0.21794,4.7346,7.5664,0.94386,5.4073,0
0.23706,4.6902,7.4446,0.93567,5.3524,0
0.22809,4.1089,7.5601,0.93975,5.4716,0
0.23042,4.4459,7.3488,0.92074,5.6118,0
0.2018,4.089,7.5102,0.94819,5.2478,0
0.24691,4.3348,7.1513,0.94476,5.1927,0
0.22033,4.3319,7.458,0.93933,5.4099,0
0.205,4.3917,7.6817,0.93181,5.4805,0
0.13012,2.4359,7.4362,0.98372,4.9144,0
0.097239,2.4814,7.716,0.94206,3.9135,0
0.074624,1.7419,7.5455,0.93744,3.9229,0
0.094712,2.2788,7.3212,0.93371,4.244,0
0.10532,2.6856,7.4489,0.93838,4.4305,0
0.074928,2.3047,7.9634,0.94684,4.3296,0
0.10291,2.2646,7.6758,0.93839,4.4605,0
0.083328,1.9802,7.719,0.94347,4.3193,0
0.060457,1.7792,7.7173,0.94899,4.1036,0
0.054559,1.5705,7.6454,0.94646,3.7664,0
1.7067e-10,0.5,9.6916,0.96436,3.6561,0
3.4236e-08,0.5,7.6883,0.97062,2.674,0
7.6668e-09,0.5,7.9464,0.97666,2.885,0
1.9319e-08,0.5,9.9995,0.95801,2.9168,0
0.033944,0.60334,7.9163,0.94911,3.1222,0
0.02852,0.50046,7.9504,0.93962,3.1373,0
9.0866e-08,0.5,10.797,0.93856,2.9797,0
3.4586e-05,0.50004,9.1077,0.93809,2.932,0
7.6172e-08,0.5,9.6126,0.96558,2.9429,0
0.16259,3.9021,7.9017,0.94655,4.9236,0
0.20044,4.6698,7.9682,0.93303,5.6484,0
0.21529,4.0872,8.0902,0.94943,5.6109,0
0.21911,3.5986,7.5017,0.94717,5.3285,0
0.23554,4.2778,7.5863,0.93426,5.6581,0
0.22624,4.3944,7.5255,0.95216,5.3831,0
0.22813,4.2004,7.7608,0.9413,5.5757,0
0.21141,4.231,7.4149,0.95185,5.2893,0
0.21051,4.4075,7.6611,0.92924,5.4687,0
0.18811,3.6961,7.4261,0.95383,5.0495,0
0.00702,0.50263,8.2613,0.89866,5.2789,0
0.10742,3.5315,7.8779,0.93686,4.0667,0
0.057985,0.89081,7.7543,0.92343,3.8422,0
0.065501,1.6784,7.8254,0.951,4.0141,0
0.091195,2.6799,7.4277,0.94001,4.2501,0
0.095897,2.354,7.2297,0.96395,4.1965,0
0.0932,1.8405,7.9333,0.94627,4.3415,0
0.11255,2.8033,7.7363,0.95569,4.4749,0
0.082895,1.8615,7.7053,0.96589,4.0782,0
0.060992,1.2391,7.6366,0.9477,3.7697,0
1.8036e-05,0.50004,9.7626,0.95784,3.1108,0
0.00013385,0.50031,9.3574,0.95167,2.5651,0
1.9778e-08,0.5,10.03,0.96855,2.8746,0
4.9023e-08,0.5,7.8718,0.96678,2.8143,0
0.028026,0.62531,7.9466,0.96286,3.1686,0
0.028891,0.50076,8.9248,0.95114,3.1913,0
0.068666,4.1365,7.8164,0.93329,3.5576,0
0.038143,1.2873,7.777,0.91544,3.5459,0
1.0409e-07,0.5,7.9397,0.9599,3.0957,0
2.4844e-06,0.5,7.7944,0.96546,2.9989,0
0.23565,6.1092,7.0383,0.93344,5.0104,0
0.20414,5.8483,7.9316,0.92819,5.193,0
0.24518,5.7164,7,0.94716,4.936,0
0.21348,4.2108,7.6378,0.97145,5.1538,0
0.21153,3.9067,7.7491,0.95721,5.3471,0
0.25721,4.5119,7.6631,0.95942,5.4432,0
0.24377,5.095,7.8021,0.94736,5.758,0
0.22859,4.1492,7.7551,0.95383,5.6306,0
0.20426,4.1026,7.3613,0.966,5.1452,0
0.21423,4.6861,7.6242,0.93632,5.5638,0
0.18706,3.9262,7.4078,0.94433,5.0008,0
0.17404,4.4091,7.3525,0.94108,5.3632,0
0.10031,3.4612,7.7726,0.947,4.0342,0
0.059347,2.1194,7.9253,0.93865,3.9162,0
0.067691,1.7882,7.8409,0.96773,3.905,0
0.118,3.4608,7.4028,0.94103,4.3262,0
0.058177,1.7116,7.742,0.96964,4.0173,0
0.078526,1.4375,8.0143,0.96292,4.0309,0
0.12315,3.8828,7.54,0.96359,4.2689,0
0.080242,1.8724,7.6929,0.97866,3.9045,0
0.040812,1.2431,7.8715,0.97068,3.7495,0
0.025859,0.50001,8.965,0.94703,2.9717,0
3.3116e-09,0.5,10.208,0.94976,2.6839,0
6.8084e-10,0.5,11.001,0.98721,2.7713,0
2.4552e-14,0.5,7.9181,0.99866,2.4919,0
4.9055e-05,0.50031,7.9289,0.95162,3.2205,0
0.04505,0.5,7.7322,0.94432,3.3654,0
0.12501,6.9325,7.2369,0.90666,3.8441,0
0.066399,3.8462,7.5458,0.92396,3.8658,0
7.94e-05,0.50008,7.9217,0.97541,3.1497,0
1.7322e-06,0.5,8.0184,0.958,2.9901,0
0.22247,5.9432,7.7564,0.92117,5.1889,0
0.2164,6.0216,7.6896,0.93001,5.2458,0
0.24043,5.6503,7.3413,0.96363,5.094,0
0.19214,4.1375,7.6643,0.95914,4.9475,0
0.23517,4.8316,7.8262,0.94654,5.4179,0
0.25496,5.1351,7.945,0.95039,5.5014,0
0.25005,6.2288,7.3956,0.92603,5.5797,0
0.22209,4.0765,7.5712,0.95569,5.3104,0
0.20176,4.1785,7.3499,0.95836,5.0591,0
0.17427,3.9378,8.0028,0.94841,5.5603,0
0.16297,3.8264,7.8308,0.94917,5.0509,0
0.21646,6.6363,8.0924,0.89401,5.7436,0
0.056462,1.4239,7.9295,0.95591,3.7303,0
0.094033,3.8562,7.9258,0.94573,4.0664,0
0.086278,2.1513,7.8432,0.95631,4.0024,0
0.12503,3.8862,7.3919,0.93248,4.3345,0
0.062199,0.68588,8.1933,0.94815,3.8622,0
0.079238,1.8984,7.779,0.95417,3.9933,0
0.090769,3.4204,7.7772,0.94332,4.0926,0
0.054452,1.9437,7.9301,0.96491,3.8616,0
0.044608,0.5297,7.8511,0.97978,3.7046,0
0.034589,0.50008,8.9018,0.93997,3.0307,0
1.4928e-08,0.5,7.7679,0.97124,2.8195,0
2.4033e-14,0.5,7.7693,0.99973,2.4386,0
2.9829e-14,0.5,10.943,0.99798,2.2435,0
9.7944e-13,0.5,7.6821,0.93668,2.946,0
0.044828,0.98366,7.7753,0.91939,3.5472,0
0.088052,3.2443,7.8872,0.92862,3.8287,0
0.08384,4.0519,7.5547,0.94191,3.7876,0
0.0064693,0.54073,8.7799,0.96992,3.1036,0
2.3554e-06,0.5,7.7928,0.96126,2.9931,0
2.2104e-05,0.50008,7.7207,0.9409,3.0148,0
0.22417,5.9511,7.5308,0.91735,5.1126,0
0.20606,5.2183,7.8672,0.93744,5.396,0
0.21812,5.4913,8.0068,0.9646,5.3124,0
0.20581,4.5041,7.4639,0.93342,5.061,0
0.22157,4.2934,7.8011,0.9393,5.3704,0
0.2207,5.0284,7.9294,0.94256,5.4548,0
0.20651,4.9251,7.3398,0.92165,5.2933,0
0.20389,4.0323,7.591,0.93257,5.1231,0
0.16194,3.944,8.2801,0.9328,5.4279,0
0.12804,3.0587,7.9712,0.95721,5.088,0
0.17832,4.1041,7.7924,0.94067,5.2471,0
0.23385,5.8428,8.0293,0.91563,5.6188,0
0.039195,1.7769,7.8572,0.94702,3.7367,0
0.096469,3.6965,7.6613,0.93895,4.0993,0
0.10731,2.5805,7.5907,0.94948,4.0655,0
0.073138,2.7805,7.899,0.93959,4.084,0
0.0055568,0.50798,8.2078,0.954,3.524,0
0.071428,1.8035,7.5261,0.95163,3.8085,0
0.064178,2.5399,7.7615,0.93572,3.9572,0
0.064957,2.536,7.9335,0.95094,4.0636,0
0.041279,0.58837,7.9424,0.95985,3.7677,0
0.020373,0.50409,9.7236,0.93524,3.0603,0
6.4408e-05,0.50019,7.6987,0.9825,2.8634,0
3.0852e-13,0.5,7.9985,0.99663,2.2123,0
3.345e-14,0.5,10.936,0.96934,2.2587,0
5.0857e-14,0.5,7.6808,0.92785,2.559,0
0.0024362,0.51646,8.3941,0.94463,2.8476,0
0.056177,0.5,8.0314,0.93531,3.1843,0
0.072451,2.9659,7.5513,0.92225,3.332,0
0.027335,0.50002,7.9882,0.95509,3.0038,0
5.4688e-08,0.5,7.7918,0.97602,2.8141,0
1.6533e-12,0.5,10.615,0.95668,2.8184,0
0.2063,5.6944,7.4821,0.9275,5.1558,0
0.21158,4.9752,8.051,0.92405,5.5673,0
0.20775,4.7786,7.5072,0.95762,5.1307,0
0.24312,5.3795,7.2612,0.92614,5.4298,0
0.19413,3.5353,7.7301,0.94535,5.3616,0
0.17319,3.9615,7.6688,0.96643,5.1374,0
0.19569,3.6735,7.3026,0.93023,5.069,0
0.23863,4.8715,7.1469,0.92824,5.2264,0
0.1953,4.7571,7.3818,0.93927,5.253,0
0.1445,3.5909,7.9662,0.9485,5.1064,0
0.19077,4.3944,7.7813,0.92909,5.468,0
0.17219,3.1357,7.4462,0.97603,5.1008,0
0.072488,2.8993,7.8025,0.92036,4.1461,0
0.070843,2.6918,7.5844,0.93235,4.0728,0
0.095861,2.7778,7.7817,0.94734,4.1621,0
0.037555,1.6752,7.9399,0.93411,3.8859,0
7.3387e-08,0.50001,7.7894,0.95778,3.3685,0
0.025884,1.3612,7.7719,0.95538,3.6314,0
0.078065,1.9513,7.4791,0.94889,3.9044,0
0.085639,2.7302,7.4346,0.9574,3.9936,0
0.046717,0.91714,8.0071,0.94181,3.8776,0
0.12853,5.9264,7.529,0.93849,4.3836,0
0.037666,0.50045,9.708,0.93318,3.1316,0
