#AdjRefG: Iteration 21 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   1.693195E+02    3.068834E+01    2.005558E+02   -4.714957E+01   1.693195E+02    3.068834E+01    2.005558E+02   -4.714957E+01 
   1.720723E+02    2.856289E+01    2.418104E+02   -5.425968E+01   1.720723E+02    2.856289E+01    2.418104E+02   -5.425968E+01 
   1.544308E+02    1.603373E+01    2.757589E+02   -6.689240E+01   1.544308E+02    1.603373E+01    2.757589E+02   -6.689240E+01 
   1.178426E+02   -5.882438E-01    2.943858E+02   -8.275514E+01   1.178426E+02   -5.882438E-01    2.943858E+02   -8.275514E+01 
   6.951173E+01   -1.283470E+01    2.931222E+02   -9.870335E+01   6.951173E+01   -1.283470E+01    2.931222E+02   -9.870335E+01 
   2.089934E+01   -1.269424E+01    2.723695E+02   -1.118884E+02   2.089934E+01   -1.269424E+01    2.723695E+02   -1.118884E+02 
  -1.532463E+01    4.819239E+00    2.374014E+02   -1.208600E+02  -1.532463E+01    4.819239E+00    2.374014E+02   -1.208600E+02 
  -2.895118E+01    3.992702E+01    1.966709E+02   -1.261809E+02  -2.895118E+01    3.992702E+01    1.966709E+02   -1.261809E+02 
  -1.537427E+01    8.771750E+01    1.591577E+02   -1.302888E+02  -1.537427E+01    8.771750E+01    1.591577E+02   -1.302888E+02 
   2.279599E+01    1.392959E+02    1.317397E+02   -1.366401E+02   2.279599E+01    1.392959E+02    1.317397E+02   -1.366401E+02 
   7.619103E+01    1.841511E+02    1.175242E+02   -1.484548E+02   7.619103E+01    1.841511E+02    1.175242E+02   -1.484548E+02 
   1.311317E+02    2.130611E+02    1.156493E+02   -1.675436E+02   1.311317E+02    2.130611E+02    1.156493E+02   -1.675436E+02 
   1.733829E+02    2.206642E+02    1.224619E+02   -1.936581E+02   1.733829E+02    2.206642E+02    1.224619E+02   -1.936581E+02 
   1.921257E+02    2.068882E+02    1.334463E+02   -2.245833E+02   1.921257E+02    2.068882E+02    1.334463E+02   -2.245833E+02 
   1.829655E+02    1.767614E+02    1.450367E+02   -2.568896E+02   1.829655E+02    1.767614E+02    1.450367E+02   -2.568896E+02 
   1.490597E+02    1.386435E+02    1.555846E+02   -2.870006E+02   1.490597E+02    1.386435E+02    1.555846E+02   -2.870006E+02 
   1.000000E+02    1.014535E+02    1.651905E+02   -3.121312E+02   1.000000E+02    1.014535E+02    1.651905E+02   -3.121312E+02 
   4.877239E+01    7.183713E+01    1.746338E+02   -3.307415E+02   4.877239E+01    7.183713E+01    1.746338E+02   -3.307415E+02 
   7.730327E+00    5.226270E+01    1.840274E+02   -3.423951E+02   7.730327E+00    5.226270E+01    1.840274E+02   -3.423951E+02 
  -1.515229E+01    4.071074E+01    1.919041E+02   -3.471897E+02  -1.515229E+01    4.071074E+01    1.919041E+02   -3.471897E+02 
  -1.856133E+01    3.203985E+01    1.952015E+02   -3.451150E+02  -1.856133E+01    3.203985E+01    1.952015E+02   -3.451150E+02 
  -7.949694E+00    2.047621E+01    1.901750E+02   -3.357146E+02  -7.949694E+00    2.047621E+01    1.901750E+02   -3.357146E+02 
   6.502474E+00    2.245982E+00    1.738277E+02   -3.182591E+02   6.502474E+00    2.245982E+00    1.738277E+02   -3.182591E+02 
   1.332348E+01   -2.267691E+01    1.452160E+02   -2.923749E+02   1.332348E+01   -2.267691E+01    1.452160E+02   -2.923749E+02 
   3.377789E+00   -5.037088E+01    1.060429E+02   -2.588219E+02   3.377789E+00   -5.037088E+01    1.060429E+02   -2.588219E+02 
  -2.752785E+01   -7.435132E+01    6.027605E+01   -2.200033E+02  -2.752785E+01   -7.435132E+01    6.027605E+01   -2.200033E+02 
  -7.783978E+01   -8.794642E+01    1.294301E+01   -1.798753E+02  -7.783978E+01   -8.794642E+01    1.294301E+01   -1.798753E+02 
  -1.413351E+02   -8.670021E+01   -3.140241E+01   -1.431676E+02  -1.413351E+02   -8.670021E+01   -3.140241E+01   -1.431676E+02 
  -2.094805E+02   -6.987774E+01   -6.994400E+01   -1.141353E+02  -2.094805E+02   -6.987774E+01   -6.994400E+01   -1.141353E+02 
  -2.740791E+02   -4.056464E+01   -1.021537E+02   -9.528964E+01  -2.740791E+02   -4.056464E+01   -1.021537E+02   -9.528964E+01 
  -3.292518E+02   -4.455902E+00   -1.295209E+02   -8.660664E+01  -3.292518E+02   -4.455902E+00   -1.295209E+02   -8.660664E+01 
  -3.722191E+02    3.205172E+01   -1.547052E+02   -8.554811E+01  -3.722191E+02    3.205172E+01   -1.547052E+02   -8.554811E+01 
  -4.029437E+02    6.363290E+01   -1.805730E+02   -8.791985E+01  -4.029437E+02    6.363290E+01   -1.805730E+02   -8.791985E+01 
  -4.231707E+02    8.700277E+01   -2.095644E+02   -8.926138E+01  -4.231707E+02    8.700277E+01   -2.095644E+02   -8.926138E+01 
  -4.355616E+02    1.008509E+02   -2.436208E+02   -8.625091E+01  -4.355616E+02    1.008509E+02   -2.436208E+02   -8.625091E+01 
  -4.434012E+02    1.050078E+02   -2.845963E+02   -7.760998E+01  -4.434012E+02    1.050078E+02   -2.845963E+02   -7.760998E+01 
  -4.509002E+02    9.943536E+01   -3.348211E+02   -6.420339E+01  -4.509002E+02    9.943536E+01   -3.348211E+02   -6.420339E+01 
  -4.636639E+02    8.364998E+01   -3.974092E+02   -4.836219E+01  -4.636639E+02    8.364998E+01   -3.974092E+02   -4.836219E+01 
  -4.886988E+02    5.690432E+01   -4.760182E+02   -3.276584E+01  -4.886988E+02    5.690432E+01   -4.760182E+02   -3.276584E+01 
  -5.334855E+02    1.903698E+01   -5.740256E+02   -1.937422E+01  -5.334855E+02    1.903698E+01   -5.740256E+02   -1.937422E+01 
  -6.040991E+02   -2.845718E+01   -6.933531E+02   -8.835271E+00  -6.040991E+02   -2.845718E+01   -6.933531E+02   -8.835271E+00 
  -7.028864E+02   -8.170748E+01   -8.333345E+02   -5.471530E-01  -7.028864E+02   -8.170748E+01   -8.333345E+02   -5.471530E-01 
  -8.265541E+02   -1.345231E+02   -9.900116E+02    6.759595E+00  -8.265541E+02   -1.345231E+02   -9.900116E+02    6.759595E+00 
  -9.655003E+02   -1.793159E+02   -1.156083E+03    1.428692E+01  -9.655003E+02   -1.793159E+02   -1.156083E+03    1.428692E+01 
  -1.104832E+03   -2.086287E+02   -1.321507E+03    2.269161E+01  -1.104832E+03   -2.086287E+02   -1.321507E+03    2.269161E+01 
  -1.226913E+03   -2.167872E+02   -1.474561E+03    3.211079E+01  -1.226913E+03   -2.167872E+02   -1.474561E+03    3.211079E+01 
  -1.314729E+03   -2.011922E+02   -1.603108E+03    4.264368E+01  -1.314729E+03   -2.011922E+02   -1.603108E+03    4.264368E+01 
  -1.355101E+03   -1.629414E+02   -1.695827E+03    5.496669E+01  -1.355101E+03   -1.629414E+02   -1.695827E+03    5.496669E+01 
  -1.340882E+03   -1.067210E+02   -1.743325E+03    7.064175E+01  -1.340882E+03   -1.067210E+02   -1.743325E+03    7.064175E+01 
  -1.271695E+03   -4.010424E+01   -1.739091E+03    9.178944E+01  -1.271695E+03   -4.010424E+01   -1.739091E+03    9.178944E+01 
  -1.153308E+03    2.752983E+01   -1.680335E+03    1.201029E+02  -1.153308E+03    2.752983E+01   -1.680335E+03    1.201029E+02 
  -9.961269E+02    8.628043E+01   -1.568622E+03    1.555410E+02  -9.961269E+02    8.628043E+01   -1.568622E+03    1.555410E+02 
  -8.134245E+02    1.271082E+02   -1.410165E+03    1.952889E+02  -8.134245E+02    1.271082E+02   -1.410165E+03    1.952889E+02 
  -6.197634E+02    1.432388E+02   -1.215551E+03    2.335739E+02  -6.197634E+02    1.432388E+02   -1.215551E+03    2.335739E+02 
  -4.297450E+02    1.314485E+02   -9.987366E+02    2.626504E+02  -4.297450E+02    1.314485E+02   -9.987366E+02    2.626504E+02 
  -2.569557E+02    9.297953E+01   -7.753331E+02    2.748079E+02  -2.569557E+02    9.297953E+01   -7.753331E+02    2.748079E+02 
  -1.128846E+02    3.376125E+01   -5.604310E+02    2.647993E+02  -1.128846E+02    3.376125E+01   -5.604310E+02    2.647993E+02 
  -5.720107E+00   -3.633099E+01   -3.664258E+02    2.318283E+02  -5.720107E+00   -3.633099E+01   -3.664258E+02    2.318283E+02 
   6.079914E+01   -1.052229E+02   -2.013682E+02    1.803017E+02   6.079914E+01   -1.052229E+02   -2.013682E+02    1.803017E+02 
   8.808388E+01   -1.611031E+02   -6.824553E+01    1.189420E+02   8.808388E+01   -1.611031E+02   -6.824553E+01    1.189420E+02 
   8.250978E+01   -1.949960E+02    3.466550E+01    5.843669E+01   8.250978E+01   -1.949960E+02    3.466550E+01    5.843669E+01 
   5.412863E+01   -2.027000E+02    1.125565E+02    8.344924E+00   5.412863E+01   -2.027000E+02    1.125565E+02    8.344924E+00 
   1.443859E+01   -1.854714E+02    1.723827E+02   -2.570847E+01   1.443859E+01   -1.854714E+02    1.723827E+02   -2.570847E+01 
  -2.623333E+01   -1.492152E+02    2.212082E+02   -4.358397E+01  -2.623333E+01   -1.492152E+02    2.212082E+02   -4.358397E+01 
  -6.097213E+01   -1.024457E+02    2.650061E+02   -5.036704E+01  -6.097213E+01   -1.024457E+02    2.650061E+02   -5.036704E+01 
  -8.745342E+01   -5.371831E+01    3.080958E+02   -5.435803E+01  -8.745342E+01   -5.371831E+01    3.080958E+02   -5.435803E+01 
  -1.077235E+02   -9.415957E+00    3.531432E+02   -6.397492E+01  -1.077235E+02   -9.415957E+00    3.531432E+02   -6.397492E+01 
  -1.267303E+02    2.737289E+01    4.014944E+02   -8.460541E+01  -1.267303E+02    2.737289E+01    4.014944E+02   -8.460541E+01 
  -1.501754E+02    5.658600E+01    4.535791E+02   -1.164650E+02  -1.501754E+02    5.658600E+01    4.535791E+02   -1.164650E+02 
  -1.824527E+02    7.977930E+01    5.092225E+02   -1.541857E+02  -1.824527E+02    7.977930E+01    5.092225E+02   -1.541857E+02 
  -2.253328E+02    9.827856E+01    5.678357E+02   -1.882964E+02  -2.253328E+02    9.827856E+01    5.678357E+02   -1.882964E+02 
  -2.777121E+02    1.117536E+02    6.285561E+02   -2.081527E+02  -2.777121E+02    1.117536E+02    6.285561E+02   -2.081527E+02 
  -3.363218E+02    1.178877E+02    6.904137E+02   -2.054190E+02  -3.363218E+02    1.178877E+02    6.904137E+02   -2.054190E+02 
  -3.969565E+02    1.133454E+02    7.525202E+02   -1.770398E+02  -3.969565E+02    1.133454E+02    7.525202E+02   -1.770398E+02 
  -4.556664E+02    9.567952E+01    8.141770E+02   -1.267888E+02  -4.556664E+02    9.567952E+01    8.141770E+02   -1.267888E+02 
