0.4,0.7,1
0,0.3,1
0,0.01,1
0,0.1,1
0.1,1,10
0,1,15
0,1,15
0,1,15
-0.5,0,0.5
4,4.2,4.4
0.1,0.1,1
5.1,5.6,6.1
