13.42
16.77
20.97
26.21
32.76
40.96
51.2
64
80
13.42
16.77
20.97
26.21
32.76
40.96
51.2
64
80
13.42
16.77
20.97
26.21
32.76
40.96
51.2
64
80
13.42
16.77
20.97
26.21
32.76
40.96
51.2
64
80
13.42
16.77
20.97
32.76
40.96
51.2
64
80
13.42
16.77
20.97
26.21
32.76
40.96
51.2
64
80
13.42
16.77
20.97
26.21
32.76
40.96
51.2
64
80
13.42
16.77
20.97
26.21
32.76
40.96
51.2
64
80
