0.4773,2.509,0,0.56708,3.1882,1.4507,0.30238,3.5695,4.4511,0.26009,1.403,6.2829
0.47296,1.9571,0,0.6701,2.9111,1.3646,0.28811,3.0576,4.3647,0.30747,1.6121,6.114
0.4,1.6462,0,0.70977,3.1817,1.4051,0.25484,3.3987,4.4051,0.37558,1.4157,6.2904
0.56007,2.0127,0,0.5974,3.0676,1.5,0.2465,2.7649,4.5,0.2877,1.5262,6.0922
0.48357,2.3057,0,0.60808,3.4029,1.4885,0.27382,2.9852,4.619,0.31359,1.5294,6.2834
0.52364,2.952,0,0.46607,4.0619,1.1898,0.20626,2.6514,4.2592,0.32175,1.6566,5.7934
0.78683,3.222,0,0.27616,2.7889,1.4996,0.37911,1.8138,4.8353,0.12392,0.5541,5.9343
0.57934,2.9265,0,0.45064,3.8532,1.5,0.26738,2.2904,4.5522,0.3162,1.4402,5.9942
0.69677,3.3101,0,0.18134,2.9918,-0.087743,0.19685,2.5506,4.061,0.22242,1.0199,5.3697
0.94883,2.302,0,0.081231,0.076406,0.35808,0.2031,2.8277,3.5,0.17773,0.77133,5.2788
0.47829,1.7339,0,0.6685,3.2943,1.496,0.23268,3.2051,4.496,0.34489,1.5753,6.3313
0.64308,2.8248,0,0.42299,3.4336,1.4999,0.26092,2.7201,4.5265,0.27815,1.3063,5.9696
0.53017,2.2625,0,0.59797,2.9004,1.4825,0.2953,3.2127,4.4835,0.31904,1.5054,6.2347
0.48499,2.2566,0,0.59873,3.6338,1.4981,0.233,3.4714,4.4982,0.34551,1.4621,6.1355
0.55974,2.0025,0,0.59607,2.9525,1.4956,0.28993,2.9762,4.4956,0.29288,1.4652,6.1918
0.48668,1.8735,0,0.68229,3.2449,1.498,0.28643,2.475,4.6278,0.34663,1.3369,6.2209
0.50063,2.7514,0,0.56037,3.5924,1.4994,0.22371,1.9884,4.7264,0.33695,1.3046,5.9498
0.48178,1.9629,0,0.66269,3.0473,1.4994,0.23773,2.7212,4.4994,0.34033,1.4565,6.0103
0.59358,2.4948,0,0.48613,3.303,1.4997,0.25786,2.3279,4.5133,0.34015,1.2485,5.9537
0.51826,2.354,0,0.58998,3.4943,1.5,0.21279,2.4504,4.5,0.36015,1.4742,5.9349
0.49975,1.6293,0,0.66292,3.0016,1.4385,0.19731,2.3373,4.4385,0.3551,1.3302,5.8757
0.65361,1.9691,0,0.52105,2.4491,1.4685,0.20472,2.617,4.4993,0.24388,1.0439,5.9867
0.7953,2.8414,0,0.22241,3.5839,1.4995,0.21779,2.0214,4.5683,0.24399,1.2537,5.6131
0.79538,2.9427,0,0.22334,3.0053,1.4988,0.21332,2.3637,4.5105,0.19758,0.99127,5.6002
0.62445,2.0464,0,0.46564,2.8089,1.3455,0.20275,2.2941,4.3455,0.22811,0.99851,5.8048
0.70598,2.1425,0,0.4278,3.2561,1.4998,0.1895,2.1643,4.743,0.20807,1.1444,5.8422
0.49179,2.3506,0,0.53954,3.7543,1.3025,0.13556,3.5853,4.4989,0.24706,1.8709,5.984
0.65633,2.2814,0,0.4097,3.1913,1.4351,0.15213,1.9117,4.4795,0.27268,1.0991,5.7779
0.46344,2.3599,0,0.51575,3.113,1.1223,0.13926,2.6261,4.1256,0.21381,1.4332,5.816
0.4,2.077,0,0.66716,2.9168,1.2291,0.26812,3.5625,4.2291,0.32249,1.2298,6.1738
0.60069,2.2986,0,0.52416,2.9613,1.4998,0.28036,3.0782,4.4998,0.30416,1.3324,6.0989
0.65941,3.0981,0,0.4084,3.4394,1.5,0.23525,2.9566,4.5,0.30819,1.6611,5.878
0.4,2.2528,0,0.64205,3.1061,1.2276,0.29971,3.7003,4.2276,0.33695,1.4719,6.2458
0.44532,2.7105,0,0.59498,3.9562,1.4888,0.21795,3.3638,4.4931,0.34128,1.728,6.1672
0.63807,2.6289,0,0.46155,3.3237,1.5,0.29246,2.86,4.5011,0.30523,1.3532,5.9346
0.53199,2.1412,0,0.6152,3.0925,1.4985,0.28411,2.8375,4.4986,0.35956,1.3234,6.0654
0.5226,2.7311,0,0.54997,3.6895,1.4967,0.18165,2.8369,4.4967,0.37981,1.4159,5.89
0.50379,2.0882,0,0.61119,3.2279,1.4989,0.27463,3.3918,4.4989,0.32835,1.372,6.1993
0.52216,2.3611,0,0.56938,3.3901,1.4999,0.21771,2.9351,4.4999,0.34802,1.4261,6.0743
0.46688,1.9045,0,0.67544,3.2021,1.495,0.22848,2.7749,4.4997,0.33826,1.4518,6.0919
0.56119,1.3906,0,0.68473,2.4724,1.4471,0.24286,2.1877,4.4471,0.32387,1.0427,6.0018
0.40013,1.6789,0,0.69726,2.9758,1.3204,0.21862,3.4378,4.3204,0.32156,1.6077,6.1633
0.59679,2.2904,0,0.48819,3.505,1.5,0.18637,1.9486,4.878,0.23049,1.3265,5.9086
0.62166,2.0825,0,0.48231,2.777,1.4379,0.20917,2.614,4.438,0.24175,1.289,5.9676
0.56439,2.1456,0,0.51331,3.0118,1.3323,0.17378,2.5317,4.334,0.30927,1.3721,5.9031
0.46451,1.9073,0,0.63838,2.9949,1.2624,0.16975,2.2597,4.4048,0.28967,1.2429,5.9466
0.60959,2.0364,0,0.50707,2.888,1.3703,0.22022,2.3131,4.3703,0.22758,0.96155,5.807
0.58055,2.232,0,0.5124,3.938,1.5,0.15088,1.512,4.8482,0.27503,1.4201,5.9849
0.64211,2.2251,0,0.47674,3.3578,1.4984,0.15237,2.5728,4.7124,0.2216,1.4387,5.9628
0.67955,2.0533,0,0.42935,2.9852,1.4151,0.14948,2.1149,4.4177,0.29539,0.8426,5.6848
0.50608,2.344,0,0.43165,3.344,1.1297,0.19934,5.9559,4.1387,0.17367,1.7918,5.8471
0.59624,2.3095,0,0.39898,3.0557,1.2889,0.16025,2.5237,4.3574,0.26026,1.0407,5.8123
0.495,1.684,0,0.54763,2.9284,1.1919,0.17255,2.3771,4.246,0.24556,1.1095,5.9575
0.63973,3.2582,0,0.32659,4.2982,1.5,0.1813,3.3825,4.5,0.31692,1.3406,5.6957
0.79037,3.615,0,0.11269,3.3527,0.10095,0.26906,3.5517,3.6741,0.31367,1.2194,5.399
0.56471,2.6067,0,0.51767,3.3124,1.5,0.25973,3.2807,4.5,0.29287,1.5513,6.0778
0.81835,3.7008,0,0.19513,3.111,1.5,0.32317,3.078,4.5,0.22595,1.3578,5.6925
0.63039,2.4145,0,0.54303,3.1077,1.5,0.24966,2.8918,4.5,0.30398,1.4447,5.8993
0.46273,2.5231,0,0.60615,3.6995,1.4986,0.23151,3.0778,4.4986,0.36336,1.6623,6.1713
0.7747,3.3228,0,0.27312,3.1914,1.5,0.31601,2.8357,4.5,0.28313,1.1204,5.6633
0.62412,2.7348,0,0.46938,3.3182,1.4932,0.24463,2.9965,4.4932,0.32403,1.4904,5.7954
0.72944,3.3424,0,0.19802,4.2733,0.42194,0.25324,3.8646,3.73,0.32985,1.4215,5.4718
0.42622,1.973,0,0.64038,3.5792,1.384,0.26633,3.9708,4.384,0.33957,1.3744,6.2904
0.55074,2.974,0,0.4867,3.8229,1.4999,0.18302,3.3686,4.4999,0.32275,1.6787,5.9828
0.50935,1.7604,0,0.66973,2.9871,1.4948,0.24917,2.8727,4.4957,0.33097,1.2277,6.1141
0.78868,2.6088,0,0.32417,2.6353,1.5,0.29321,2.1084,4.5002,0.2944,0.8794,5.7558
0.47319,2.0917,0,0.63851,3.3013,1.4664,0.18289,3.0345,4.4664,0.33712,1.4954,6.0803
0.49013,1.8464,0,0.59522,3.0758,1.4234,0.24436,3.4563,4.4238,0.31703,1.309,6.0568
0.62676,2.5196,0,0.45101,3.3561,1.4992,0.12798,2.1043,4.5908,0.27482,1.4342,5.8929
0.64818,1.9869,0,0.51616,2.8376,1.456,0.21438,1.6473,4.7895,0.20584,1.1026,5.8688
0.59168,2.2577,0,0.47526,3.2183,1.4174,0.2117,2.6549,4.4174,0.24174,1.4272,6.1284
0.57135,1.9758,0,0.55521,2.8127,1.3587,0.17412,2.3579,4.3589,0.29753,1.2215,5.938
0.7945,2.4066,0,0.35117,2.5799,1.5,0.20142,1.6566,4.5,0.28792,0.97444,5.7195
