0.77161,0.074407,0.29369,0.11211,1.9534,2.3646,2.434,1.1405,0,4.1305,1.1296,5.6436
0.74195,0.081186,0.34201,0.12705,1.9235,2.1022,2.4521,1.0176,0,4.164,1.164,5.6252
0.71973,0.1039,0.33368,0.13954,2.0094,2.3456,2.5317,1.0427,0,4.3689,1.2736,5.6894
0.68868,0.10978,0.44613,0.17828,1.9248,2.2752,2.4682,1.2721,0,4.28,1.28,5.7263
0.68269,0.13112,0.45418,0.20355,2.0077,2.0985,2.6757,1.1375,0,4.4325,1.3594,5.7828
0.55122,0.1673,0.57035,0.25593,1.9445,2.6394,2.8062,1.3124,0,4.3184,1.3184,5.9615
0.60224,0.1811,0.516,0.24484,2.2667,2.6861,2.9936,1.3211,0,4.4115,1.3586,5.8745
0.55313,0.20746,0.59664,0.29504,2.1191,2.6962,3.0264,1.3341,0,4.4708,1.4708,6.0182
0.63228,0.25711,0.4589,0.30834,2.7399,2.9371,3.3954,1.3593,0,4.4998,1.4998,5.9094
0.79335,0.041673,0.27454,0.090078,1.6303,2.7018,2.0667,1.2639,0,4.1995,0.9239,5.5865
0.73592,0.061576,0.30573,0.090045,1.7072,2.6838,2.3347,1.3312,0,4.345,0.85905,5.6793
0.67398,0.088125,0.39056,0.10827,1.5563,2.9376,2.192,1.3956,0,4.4681,0.93036,5.7794
0.71316,0.098056,0.39332,0.18075,1.8715,3.0219,2.4589,1.5804,0,4.1317,1.1303,5.6993
0.7135,0.12176,0.42036,0.21517,1.8912,2.762,2.5202,1.3734,0,4.268,1.2223,5.7394
0.6569,0.15772,0.4461,0.24647,1.9917,3.1306,2.7851,1.5445,0,4.2691,1.2143,5.7915
0.65311,0.18,0.5111,0.27751,2.0181,2.9587,2.7077,1.5546,0,4.3866,1.3847,5.8954
0.642,0.20743,0.51432,0.29874,2.1852,3.0603,2.9196,1.7279,0,4.479,1.479,5.9422
0.61769,0.28394,0.54361,0.32694,2.1912,3.4993,2.8398,1.6726,0,4.4954,1.4953,6.0737
0.71102,0.21876,0.23093,0.075348,2.2979,2.8896,2.4993,0.98554,0,4.1473,0.24746,5.6061
0.7638,0.21966,0.30426,0.10643,1.96,2.644,2.4631,1.4993,0,4.2593,1.1276,5.7675
0.74294,0.27525,0.35273,0.13265,1.9918,2.7927,2.5249,1.6038,0,4.3066,1.2087,5.8269
